slug,side,stake,buy_price,n_contracts,opened_at,resolves_at,horizon,edge,won,gross_payout,fee_cost,pnl_net,family
bitcoin-up-or-down-september-3-2026-6am-et,buy_no,197.3979868,0.49,402.85303428571433,2026-09-03 10:12:16.867079+00:00,2026-09-03 11:00:00+00:00,0.75,0.09871430896289723,False,0.0,0.0,-197.3979868,hourly
bitcoin-up-or-down-september-3-2026-8am-et,buy_yes,721.8032489999998,0.86,839.306103488372,2026-09-03 12:33:07.068292+00:00,2026-09-03 13:00:00.000000001+00:00,0.5,0.04712499201944664,True,839.306103488372,0.0,117.50285448837212,hourly
bitcoin-up-or-down-september-3-2026-9am-et,buy_no,61.989025100000006,0.52,119.20966365384616,2026-09-03 13:13:09.783328+00:00,2026-09-03 13:59:59.999999999+00:00,0.75,0.14568717737752612,False,0.0,0.0,-61.989025100000006,hourly
bitcoin-up-or-down-september-3-2026-12pm-et,buy_no,368.51586190000006,0.83,443.9950143373495,2026-09-03 16:13:02.926096+00:00,2026-09-03 17:00:00+00:00,0.75,0.12426058065884027,True,443.9950143373495,0.0,75.47915243734946,hourly
bitcoin-up-or-down-september-3-2026-1pm-et,buy_no,13.029171200000002,0.53,24.583341886792457,2026-09-03 17:12:33.400877+00:00,2026-09-03 17:59:59.999999999+00:00,0.75,0.09532955442054991,False,0.0,0.0,-13.029171200000002,hourly
bitcoin-up-or-down-september-3-2026-2pm-et,buy_no,5.6000000000000005,0.53,10.566037735849058,2026-09-03 18:32:32.850137+00:00,2026-09-03 18:59:59.999999999+00:00,0.5,0.20263947840593,False,0.0,0.0,-5.6000000000000005,hourly
bitcoin-up-or-down-september-3-2026-3pm-et,buy_no,60.0,0.6,100.0,2026-09-03 19:12:48.206035+00:00,2026-09-03 19:59:59.999999999+00:00,0.75,0.04615392650050898,False,0.0,0.0,-60.0,hourly
bitcoin-up-or-down-september-3-2026-4pm-et,buy_no,40.075423300000004,0.6,66.79237216666668,2026-09-03 20:12:50.569229+00:00,2026-09-03 20:59:59.999999998+00:00,0.75,0.1844115406562854,True,66.79237216666668,0.0,26.716948866666677,hourly
bitcoin-up-or-down-september-3-2026-5pm-et,buy_no,157.143,0.17000000000000004,924.3705882352939,2026-09-03 21:52:16.727455+00:00,2026-09-03 22:00:00.000000001+00:00,0.08333333333333333,0.06707415615277912,False,0.0,0.0,-157.143,hourly
bitcoin-up-or-down-september-3-2026-6pm-et,buy_no,9.967739000000002,0.7,14.239627142857147,2026-09-03 22:12:36.291335+00:00,2026-09-03 22:59:59.999999999+00:00,0.75,0.1615948270210853,True,14.239627142857147,0.0,4.271888142857145,hourly
bitcoin-up-or-down-september-3-2026-7pm-et,buy_no,24.407407300000003,0.6,40.67901216666667,2026-09-03 23:11:55.722148+00:00,2026-09-03 23:59:59.999999999+00:00,0.75,0.09819654988742377,False,0.0,0.0,-24.407407300000003,hourly
bitcoin-up-or-down-september-3-2026-8pm-et,buy_no,14.785842900000004,0.5700000000000001,25.940075263157897,2026-09-04 00:12:37.306676+00:00,2026-09-04 00:59:59.999999998+00:00,0.75,0.06711047086299482,True,25.940075263157897,0.0,11.154232363157893,hourly
bitcoin-up-or-down-september-3-2026-9pm-et,buy_no,260.175,0.72,361.3541666666667,2026-09-04 01:32:48.665689+00:00,2026-09-04 01:59:59.999999999+00:00,0.5,0.06704460487855157,True,361.3541666666667,0.0,101.17916666666667,hourly
bitcoin-up-or-down-september-3-2026-10pm-et,buy_no,14.056980199999998,0.79,17.793645822784807,2026-09-04 02:12:34.406316+00:00,2026-09-04 03:00:00+00:00,0.75,0.08460175438663675,True,17.793645822784807,0.0,3.736665622784809,hourly
bitcoin-up-or-down-september-3-2026-11pm-et,buy_yes,41.7759562,0.61,68.48517409836066,2026-09-04 03:12:26.408306+00:00,2026-09-04 03:59:59.999999998+00:00,0.75,0.039730518279986415,True,68.48517409836066,0.0,26.709217898360656,hourly
bitcoin-up-or-down-september-4-2026-1am-et,buy_no,38.883099,0.64,60.7548421875,2026-09-04 05:12:42.859886+00:00,2026-09-04 05:59:59.999999999+00:00,0.75,0.06403518286619814,True,60.7548421875,0.0,21.8717431875,hourly
bitcoin-up-or-down-september-4-2026-3am-et,buy_yes,2.8725489,0.74,3.881822837837838,2026-09-04 07:12:03.621768+00:00,2026-09-04 07:59:59.999999998+00:00,0.75,0.0405894833020658,False,0.0,0.0,-2.8725489,hourly
bitcoin-up-or-down-september-4-2026-5am-et,buy_no,400.50238360000026,0.5900000000000001,678.8175993220342,2026-09-04 09:32:56.885735+00:00,2026-09-04 09:59:59.999999999+00:00,0.5,0.11134061615822,True,678.8175993220342,0.0,278.31521572203394,hourly
bitcoin-up-or-down-september-4-2026-6am-et,buy_no,31.884225800000003,0.5700000000000001,55.93723824561403,2026-09-04 10:12:48.013364+00:00,2026-09-04 10:59:59.999999998+00:00,0.75,0.09860035401728307,False,0.0,0.0,-31.884225800000003,hourly
bitcoin-up-or-down-september-4-2026-7am-et,buy_yes,506.6075,0.75,675.4766666666667,2026-09-04 11:32:43.379081+00:00,2026-09-04 11:59:59.999999998+00:00,0.5,0.04510831612275956,True,675.4766666666667,0.0,168.86916666666667,hourly
bitcoin-up-or-down-september-4-2026-8am-et,buy_no,26.8490191,0.5900000000000001,45.5068120338983,2026-09-04 12:12:03.773233+00:00,2026-09-04 12:59:59.999999999+00:00,0.75,0.07863751454243517,True,45.5068120338983,0.0,18.6577929338983,hourly
bitcoin-up-or-down-september-4-2026-9am-et,buy_no,480.5096,0.5700000000000001,842.9992982456139,2026-09-04 13:12:04.212796+00:00,2026-09-04 14:00:00+00:00,0.75,0.24762830647438228,True,842.9992982456139,0.0,362.4896982456139,hourly
bitcoin-up-or-down-september-4-2026-10am-et,buy_no,68.51367950000001,0.52,131.75707596153848,2026-09-04 14:12:11.285177+00:00,2026-09-04 14:59:59.999999999+00:00,0.75,0.1776117367715775,True,131.75707596153848,0.0,63.24339646153847,hourly
bitcoin-up-or-down-september-4-2026-1pm-et,buy_no,8.9448971,0.5900000000000001,15.16084254237288,2026-09-04 17:12:36.709796+00:00,2026-09-04 17:59:59.999999998+00:00,0.75,0.09624803716171204,True,15.16084254237288,0.0,6.215945442372879,hourly
bitcoin-up-or-down-september-4-2026-3pm-et,buy_no,117.75,0.24,490.625,2026-09-04 19:32:56.715849+00:00,2026-09-04 20:00:00.000000001+00:00,0.5,0.051340780633214234,False,0.0,0.0,-117.75,hourly
bitcoin-up-or-down-september-4-2026-4pm-et,buy_no,55.26162320000001,0.43999999999999995,125.59459818181821,2026-09-04 20:12:28.729804+00:00,2026-09-04 21:00:00+00:00,0.75,0.030860235088408627,True,125.59459818181821,0.0,70.33297498181821,hourly
bitcoin-up-or-down-september-4-2026-5pm-et,buy_no,165.315,0.28,590.4107142857142,2026-09-04 21:52:08.965144+00:00,2026-09-04 22:00:00.000000001+00:00,0.08333333333333333,0.05555308104315804,True,590.4107142857142,0.0,425.0957142857142,hourly
bitcoin-up-or-down-september-4-2026-7pm-et,buy_no,247.65,0.32999999999999996,750.4545454545456,2026-09-04 23:42:34.421914+00:00,2026-09-04 23:59:59.999999999+00:00,0.25,0.041875894949921055,False,0.0,0.0,-247.65,hourly
bitcoin-up-or-down-september-5-2026-12am-et,buy_no,158.71484100000006,0.71,223.5420295774649,2026-09-05 04:12:07.151801+00:00,2026-09-05 04:59:59.999999999+00:00,0.75,0.03133371401872043,True,223.5420295774649,0.0,64.82718857746482,hourly
bitcoin-up-or-down-september-5-2026-9am-et,buy_no,309.8269437000001,0.5900000000000001,525.1304130508476,2026-09-05 13:12:43.288502+00:00,2026-09-05 13:59:59.999999999+00:00,0.75,0.039241744304766124,True,525.1304130508476,0.0,215.30346935084748,hourly
bitcoin-up-or-down-september-5-2026-1pm-et,buy_no,176.12720000000002,0.44999999999999996,391.39377777777787,2026-09-05 17:12:27.039725+00:00,2026-09-05 18:00:00+00:00,0.75,0.05008980828698695,False,0.0,0.0,-176.12720000000002,hourly
bitcoin-up-or-down-september-5-2026-2pm-et,buy_no,363.26055299999996,0.64,567.5946140624999,2026-09-05 18:12:03.919171+00:00,2026-09-05 19:00:00+00:00,0.75,0.05458277214295937,True,567.5946140624999,0.0,204.33406106249993,hourly
bitcoin-up-or-down-september-5-2026-3pm-et,buy_no,259.4454826,0.5800000000000001,447.31979758620685,2026-09-05 19:12:07.738173+00:00,2026-09-05 20:00:00+00:00,0.75,0.032671459416769744,True,447.31979758620685,0.0,187.87431498620685,hourly
bitcoin-up-or-down-september-5-2026-7pm-et,buy_no,104.30017110000001,0.63,165.55582714285717,2026-09-05 23:12:38.238327+00:00,2026-09-06 00:00:00+00:00,0.75,0.03770191163805403,False,0.0,0.0,-104.30017110000001,hourly
bitcoin-up-or-down-september-6-2026-1am-et,buy_no,360.1185241,0.6599999999999999,545.6341274242425,2026-09-06 05:12:39.778317+00:00,2026-09-06 06:00:00+00:00,0.75,0.04354241439073825,False,0.0,0.0,-360.1185241,hourly
bitcoin-up-or-down-september-6-2026-3am-et,buy_no,108.62899489999998,0.7,155.18427842857142,2026-09-06 07:12:29.930568+00:00,2026-09-06 07:59:59.999999998+00:00,0.75,0.053539447701836385,False,0.0,0.0,-108.62899489999998,hourly
bitcoin-up-or-down-september-6-2026-7am-et,buy_no,249.21447409999996,0.7,356.02067728571427,2026-09-06 11:12:20.222314+00:00,2026-09-06 12:00:00.000000001+00:00,0.75,0.04011057233887594,True,356.02067728571427,0.0,106.80620318571431,hourly
bitcoin-up-or-down-september-6-2026-9am-et,buy_no,294.8200004,0.56,526.4642864285714,2026-09-06 13:12:37.237859+00:00,2026-09-06 14:00:00+00:00,0.75,0.030042414191581268,True,526.4642864285714,0.0,231.6442860285714,hourly
bitcoin-up-or-down-september-6-2026-10am-et,buy_no,146.4681114,0.64,228.8564240625,2026-09-06 14:12:03.482158+00:00,2026-09-06 15:00:00+00:00,0.75,0.049765967525239097,True,228.8564240625,0.0,82.3883126625,hourly
bitcoin-up-or-down-september-6-2026-11am-et,buy_no,593.6410000000001,0.5,1187.2820000000002,2026-09-06 15:12:39.821075+00:00,2026-09-06 16:00:00+00:00,0.75,0.06581390027039413,False,0.0,0.0,-593.6410000000001,hourly
bitcoin-up-or-down-september-6-2026-1pm-et,buy_no,137.56390770000004,0.6599999999999999,208.43016318181827,2026-09-06 17:12:43.315096+00:00,2026-09-06 18:00:00+00:00,0.75,0.03301855254965691,False,0.0,0.0,-137.56390770000004,hourly
bitcoin-up-or-down-september-6-2026-5pm-et,buy_no,575.1892,0.51,1127.8219607843137,2026-09-06 21:32:51.851858+00:00,2026-09-06 22:00:00+00:00,0.5,0.07225135511494463,False,0.0,0.0,-575.1892,hourly
bitcoin-up-or-down-september-6-2026-6pm-et,buy_no,208.37838090000002,0.83,251.05829024096388,2026-09-06 22:12:21.361735+00:00,2026-09-06 22:59:59.999999999+00:00,0.75,0.066515278131689,False,0.0,0.0,-208.37838090000002,hourly
bitcoin-up-or-down-september-6-2026-7pm-et,buy_yes,498.3525989000001,0.7,711.9322841428573,2026-09-06 23:12:44.819199+00:00,2026-09-07 00:00:00+00:00,0.75,0.06501064719208316,True,711.9322841428573,0.0,213.57968524285718,hourly
bitcoin-up-or-down-september-6-2026-8pm-et,buy_no,408.6971326000002,0.54,756.8465418518522,2026-09-07 00:12:39.203089+00:00,2026-09-07 01:00:00.000000001+00:00,0.75,0.04481471562756045,True,756.8465418518522,0.0,348.149409251852,hourly
bitcoin-up-or-down-september-6-2026-9pm-et,buy_no,296.4737454,0.6799999999999999,435.99080205882353,2026-09-07 01:12:08.686875+00:00,2026-09-07 02:00:00.000000001+00:00,0.75,0.09444544123262977,True,435.99080205882353,0.0,139.51705665882355,hourly
bitcoin-up-or-down-september-6-2026-10pm-et,buy_no,69.6907328,0.6699999999999999,104.01601910447764,2026-09-07 02:12:35.281942+00:00,2026-09-07 03:00:00.000000001+00:00,0.75,0.07445247331792604,True,104.01601910447764,0.0,34.32528630447763,hourly
bitcoin-up-or-down-september-6-2026-11pm-et,buy_no,337.1483362000001,0.61,552.7021904918034,2026-09-07 03:12:34.934981+00:00,2026-09-07 03:59:59.999999999+00:00,0.75,0.09928319464556912,True,552.7021904918034,0.0,215.55385429180336,hourly
bitcoin-up-or-down-september-7-2026-12am-et,buy_no,446.0,0.42000000000000004,1061.9047619047617,2026-09-07 04:12:13.301426+00:00,2026-09-07 04:59:59.999999998+00:00,0.75,0.10738742928070633,False,0.0,0.0,-446.0,hourly
bitcoin-up-or-down-september-7-2026-1am-et,buy_no,87.26044270000003,0.5800000000000001,150.44903913793107,2026-09-07 05:12:09.636035+00:00,2026-09-07 05:59:59.999999999+00:00,0.75,0.04840539313536607,False,0.0,0.0,-87.26044270000003,hourly
bitcoin-up-or-down-september-7-2026-2am-et,buy_no,289.8857412,0.65,445.9780633846153,2026-09-07 06:32:58.025423+00:00,2026-09-07 06:59:59.999999999+00:00,0.5,0.04215558145434828,True,445.9780633846153,0.0,156.09232218461534,hourly
bitcoin-up-or-down-september-7-2026-3am-et,buy_no,250.65888769999998,0.55,455.7434321818181,2026-09-07 07:12:48.060076+00:00,2026-09-07 08:00:00+00:00,0.75,0.03633147591602526,True,455.7434321818181,0.0,205.0845444818181,hourly
bitcoin-up-or-down-september-7-2026-5am-et,buy_no,374.65,0.41000000000000003,913.7804878048779,2026-09-07 09:33:06.620916+00:00,2026-09-07 10:00:00.000000001+00:00,0.5,0.04003628768340928,True,913.7804878048779,0.0,539.1304878048779,hourly
bitcoin-up-or-down-september-7-2026-9am-et,buy_no,536.8047807,0.54,994.0829272222222,2026-09-07 13:12:37.441221+00:00,2026-09-07 13:59:59.999999998+00:00,0.75,0.03423872014834051,True,994.0829272222222,0.0,457.2781465222222,hourly
bitcoin-up-or-down-september-7-2026-10am-et,buy_no,414.3972934000001,0.75,552.5297245333335,2026-09-07 14:12:34.508444+00:00,2026-09-07 14:59:59.999999999+00:00,0.75,0.10223747933107385,True,552.5297245333335,0.0,138.1324311333334,hourly
bitcoin-up-or-down-september-7-2026-11am-et,buy_no,254.5748816,0.74,344.02011027027027,2026-09-07 15:12:50.685447+00:00,2026-09-07 16:00:00.000000001+00:00,0.75,0.07419034216675979,True,344.02011027027027,0.0,89.44522867027027,hourly
bitcoin-up-or-down-september-7-2026-1pm-et,buy_yes,169.37798560000002,0.71,238.56054309859158,2026-09-07 17:12:40.389630+00:00,2026-09-07 17:59:59.999999998+00:00,0.75,0.04097987187245655,True,238.56054309859158,0.0,69.18255749859156,hourly
bitcoin-up-or-down-september-7-2026-2pm-et,buy_yes,640.6944,0.85,753.7581176470588,2026-09-07 18:52:36.706539+00:00,2026-09-07 19:00:00+00:00,0.08333333333333333,0.03054079720469194,True,753.7581176470588,0.0,113.06371764705887,hourly
bitcoin-up-or-down-september-7-2026-4pm-et,buy_no,265.80365179999995,0.85,312.71017858823524,2026-09-07 20:12:36.582323+00:00,2026-09-07 20:59:59.999999999+00:00,0.75,0.03544934391860266,True,312.71017858823524,0.0,46.90652678823528,hourly
bitcoin-up-or-down-september-7-2026-7pm-et,buy_yes,122.42445130000002,0.81,151.14129790123457,2026-09-07 23:12:34.236933+00:00,2026-09-07 23:59:59.999999998+00:00,0.75,0.05341178483740583,True,151.14129790123457,0.0,28.71684660123455,hourly
bitcoin-up-or-down-september-7-2026-8pm-et,buy_no,183.10168650000003,0.6799999999999999,269.26718602941185,2026-09-08 00:12:08.317841+00:00,2026-09-08 00:59:59.999999999+00:00,0.75,0.07281093781640335,False,0.0,0.0,-183.10168650000003,hourly
bitcoin-up-or-down-september-7-2026-10pm-et,buy_no,170.5718229,0.8200000000000001,208.0144181707317,2026-09-08 02:12:03.623825+00:00,2026-09-08 02:59:59.999999998+00:00,0.75,0.034553475253241706,True,208.0144181707317,0.0,37.44259527073169,hourly
bitcoin-up-or-down-september-7-2026-11pm-et,buy_no,212.98152000000005,0.5,425.9630400000001,2026-09-08 03:12:36.631945+00:00,2026-09-08 03:59:59.999999999+00:00,0.75,0.06443105821327622,True,425.9630400000001,0.0,212.98152000000005,hourly
bitcoin-up-or-down-september-8-2026-12am-et,buy_no,102.65225559999999,0.63,162.94008825396824,2026-09-08 04:12:38.606941+00:00,2026-09-08 04:59:59.999999999+00:00,0.75,0.07692201525668818,True,162.94008825396824,0.0,60.28783265396825,hourly
bitcoin-up-or-down-september-8-2026-1am-et,buy_no,246.35000000000002,0.43999999999999995,559.8863636363637,2026-09-08 05:42:42.333488+00:00,2026-09-08 06:00:00+00:00,0.25,0.0785478450643633,True,559.8863636363637,0.0,313.5363636363637,hourly
bitcoin-up-or-down-september-8-2026-2am-et,buy_no,541.262,0.6,902.1033333333332,2026-09-08 06:12:40.345307+00:00,2026-09-08 07:00:00+00:00,0.75,0.06319081237444057,True,902.1033333333332,0.0,360.8413333333333,hourly
bitcoin-up-or-down-september-8-2026-3am-et,buy_no,243.39999999999998,0.89,273.4831460674157,2026-09-08 07:52:11.602357+00:00,2026-09-08 08:00:00+00:00,0.08333333333333333,0.057400290359089556,False,0.0,0.0,-243.39999999999998,hourly
bitcoin-up-or-down-september-8-2026-4am-et,buy_no,379.25908929999997,0.69,549.6508540579711,2026-09-08 08:12:51.009183+00:00,2026-09-08 09:00:00+00:00,0.75,0.08830849559081133,True,549.6508540579711,0.0,170.3917647579711,hourly
