timestamp,family,slug,raw_probability,calibrated_fair_value,recommended_action,paper_stake,hours_to_resolution,market_volume,best_bid,best_ask,spread,buy_depth_1c,buy_depth_2c,buy_depth_5c,sell_depth_1c,no_buy_depth_1c,no_buy_depth_2c,outcome
2026-08-27T13:12:38.406168+00:00,hourly,bitcoin-up-or-down-august-27-2026-9am-et,0.5700000000000001,0.48687831884906474,NO_TRADE,0.0,,,,,,,,,,,,1
2026-08-27T13:23:24.200765+00:00,hourly,bitcoin-up-or-down-august-27-2026-9am-et,0.625,0.5504490970963114,NO_TRADE,0.0,,,,,,,,,,,,1
2026-08-27T13:32:58.182763+00:00,hourly,bitcoin-up-or-down-august-27-2026-9am-et,0.345,0.1943852191143103,NO_TRADE,0.0,,,,,,,,,,,,1
2026-08-27T13:43:11.856964+00:00,hourly,bitcoin-up-or-down-august-27-2026-9am-et,0.495,0.3572198756403483,NO_TRADE,0.0,,,,,,,,,,,,1
2026-08-27T13:53:03.979037+00:00,hourly,bitcoin-up-or-down-august-27-2026-9am-et,0.565,0.4872177729061589,NO_TRADE,0.0,,,,,,,,,,,,1
2026-08-27T14:03:16.132156+00:00,hourly,bitcoin-up-or-down-august-27-2026-10am-et,0.565,0.7140560857212646,NO_TRADE,0.0,,,,,,,,,,,,1
2026-08-27T14:13:02.077430+00:00,hourly,bitcoin-up-or-down-august-27-2026-10am-et,0.365,0.2389218398128803,NO_TRADE,0.0,,,,,,,,,,,,1
2026-08-27T14:23:07.388141+00:00,hourly,bitcoin-up-or-down-august-27-2026-10am-et,0.795,0.844196077489498,NO_TRADE,0.0,,,,,,,,,,,,1
2026-08-27T14:33:14.263885+00:00,hourly,bitcoin-up-or-down-august-27-2026-10am-et,0.825,0.8220831108332961,NO_TRADE,0.0,,,,,,,,,,,,1
2026-08-27T14:43:36.983528+00:00,hourly,bitcoin-up-or-down-august-27-2026-10am-et,0.9815,0.9877270445210594,NO_TRADE,0.0,,,,,,,,,,,,1
2026-08-27T14:53:56.997644+00:00,hourly,bitcoin-up-or-down-august-27-2026-10am-et,0.997,0.9946621825443396,NO_TRADE,0.0,,,,,,,,,,,,1
2026-08-27T15:03:24.045493+00:00,hourly,bitcoin-up-or-down-august-27-2026-11am-et,0.495,0.4379683241996285,NO_TRADE,0.0,,,,,,,,,,,,1
2026-08-27T15:13:16.325546+00:00,hourly,bitcoin-up-or-down-august-27-2026-11am-et,0.725,0.8019665495008934,NO_TRADE,0.0,,,,,,,,,,,,1
2026-08-27T15:23:18.256726+00:00,hourly,bitcoin-up-or-down-august-27-2026-11am-et,0.705,0.6570391356083881,NO_TRADE,0.0,,,,,,,,,,,,1
2026-08-27T15:32:30.508742+00:00,hourly,bitcoin-up-or-down-august-27-2026-11am-et,0.735,0.5598517211253573,NO_TRADE,0.0,,,,,,,,,,,,1
2026-08-27T15:42:18.504169+00:00,hourly,bitcoin-up-or-down-august-27-2026-11am-et,0.8200000000000001,0.6997461767286008,NO_TRADE,0.0,,,,,,,,,,,,1
2026-08-27T15:53:06.398843+00:00,hourly,bitcoin-up-or-down-august-27-2026-11am-et,0.895,0.8333183458265734,NO_TRADE,0.0,,,,,,,,,,,,1
2026-08-27T16:02:17.522411+00:00,hourly,bitcoin-up-or-down-august-27-2026-12pm-et,0.54,0.42507619480357756,NO_TRADE,0.0,,,,,,,,,,,,1
2026-08-27T16:11:56.740534+00:00,hourly,bitcoin-up-or-down-august-27-2026-12pm-et,0.515,0.4039678282072447,NO_TRADE,0.0,,,,,,,,,,,,1
2026-08-27T16:21:45.089363+00:00,hourly,bitcoin-up-or-down-august-27-2026-12pm-et,0.6799999999999999,0.6770798424845463,NO_TRADE,0.0,,,,,,,,,,,,1
2026-08-27T16:32:57.872591+00:00,hourly,bitcoin-up-or-down-august-27-2026-12pm-et,0.575,0.39606279380783255,NO_TRADE,0.0,,,,,,,,,,,,1
2026-08-27T16:41:49.813720+00:00,hourly,bitcoin-up-or-down-august-27-2026-12pm-et,0.83,0.7749890668149358,NO_TRADE,0.0,,,,,,,,,,,,1
2026-08-27T16:52:00.595882+00:00,hourly,bitcoin-up-or-down-august-27-2026-12pm-et,0.915,0.8810988286733702,NO_TRADE,0.0,,,,,,,,,,,,1
2026-08-27T17:02:09.221827+00:00,hourly,bitcoin-up-or-down-august-27-2026-1pm-et,0.35,0.1763934025715453,NO_TRADE,0.0,,,,,,,,,,,,1
2026-08-27T17:11:34.188590+00:00,hourly,bitcoin-up-or-down-august-27-2026-1pm-et,0.6799999999999999,0.6366724178684575,NO_TRADE,0.0,,,,,,,,,,,,1
2026-08-27T17:21:44.490102+00:00,hourly,bitcoin-up-or-down-august-27-2026-1pm-et,0.875,0.8593832389257777,NO_TRADE,0.0,,,,,,,,,,,,1
2026-08-27T17:31:59.476408+00:00,hourly,bitcoin-up-or-down-august-27-2026-1pm-et,0.92,0.8669569213470546,NO_TRADE,0.0,,,,,,,,,,,,1
2026-08-27T17:41:41.258785+00:00,hourly,bitcoin-up-or-down-august-27-2026-1pm-et,0.915,0.8347298391123437,NO_TRADE,0.0,,,,,,,,,,,,1
2026-08-27T17:51:41.945181+00:00,hourly,bitcoin-up-or-down-august-27-2026-1pm-et,0.905,0.7961258431946419,NO_TRADE,0.0,,,,,,,,,,,,1
2026-08-27T18:02:09.038525+00:00,hourly,bitcoin-up-or-down-august-27-2026-2pm-et,0.42,0.23596596303874634,NO_TRADE,0.0,,,,,,,,,,,,0
2026-08-27T18:11:51.402119+00:00,hourly,bitcoin-up-or-down-august-27-2026-2pm-et,0.335,0.18767832522583366,NO_TRADE,0.0,,,,,,,,,,,,0
2026-08-27T18:21:47.469057+00:00,hourly,bitcoin-up-or-down-august-27-2026-2pm-et,0.035,0.006788451717744518,NO_TRADE,0.0,,,,,,,,,,,,0
2026-08-27T18:32:44.436262+00:00,hourly,bitcoin-up-or-down-august-27-2026-2pm-et,0.034,0.020018299445033447,NO_TRADE,0.0,,,,,,,,,,,,0
2026-08-27T18:41:50.286608+00:00,hourly,bitcoin-up-or-down-august-27-2026-2pm-et,0.0125,0.007635480143347161,NO_TRADE,0.0,,,,,,,,,,,,0
2026-08-27T18:51:46.055756+00:00,hourly,bitcoin-up-or-down-august-27-2026-2pm-et,0.0055,0.00304067665134893,NO_TRADE,0.0,,,,,,,,,,,,0
2026-08-27T19:01:55.681724+00:00,hourly,bitcoin-up-or-down-august-27-2026-3pm-et,0.44,0.363161092351883,NO_TRADE,0.0,,,,,,,,,,,,0
2026-08-27T19:11:40.447515+00:00,hourly,bitcoin-up-or-down-august-27-2026-3pm-et,0.59,0.49710620871902755,NO_TRADE,0.0,,,,,,,,,,,,0
2026-08-27T19:21:39.607843+00:00,hourly,bitcoin-up-or-down-august-27-2026-3pm-et,0.475,0.33120394036683154,NO_TRADE,0.0,,,,,,,,,,,,0
2026-08-27T19:31:55.672695+00:00,hourly,bitcoin-up-or-down-august-27-2026-3pm-et,0.555,0.44926753755095855,NO_TRADE,0.0,,,,,,,,,,,,0
2026-08-27T19:41:44.631643+00:00,hourly,bitcoin-up-or-down-august-27-2026-3pm-et,0.125,0.05630958238373258,NO_TRADE,0.0,,,,,,,,,,,,0
2026-08-27T19:53:01.622541+00:00,hourly,bitcoin-up-or-down-august-27-2026-3pm-et,0.07,0.04501524162281252,NO_TRADE,0.0,,,,,,,,,,,,0
2026-08-27T20:01:59.496386+00:00,hourly,bitcoin-up-or-down-august-27-2026-4pm-et,0.525,0.36340997942118625,NO_TRADE,0.0,,,,,,,,,,,,1
2026-08-27T20:12:29.695567+00:00,hourly,bitcoin-up-or-down-august-27-2026-4pm-et,0.65,0.5683667888737042,NO_TRADE,0.0,,,,,,,,,,,,1
2026-08-27T20:21:43.511656+00:00,hourly,bitcoin-up-or-down-august-27-2026-4pm-et,0.805,0.7470962294191363,NO_TRADE,0.0,,,,,,,,,,,,1
2026-08-27T20:32:22.257852+00:00,hourly,bitcoin-up-or-down-august-27-2026-4pm-et,0.7,0.6002094960022819,NO_TRADE,0.0,,,,,,,,,,,,1
2026-08-27T20:41:37.396499+00:00,hourly,bitcoin-up-or-down-august-27-2026-4pm-et,0.795,0.7449573365756313,NO_TRADE,0.0,,,,,,,,,,,,1
2026-08-27T20:52:30.443998+00:00,hourly,bitcoin-up-or-down-august-27-2026-4pm-et,0.915,0.8848641606592941,NO_TRADE,0.0,,,,,,,,,,,,1
2026-08-27T21:02:02.220465+00:00,hourly,bitcoin-up-or-down-august-27-2026-5pm-et,0.43,0.3788321938598668,NO_TRADE,0.0,,,,,,,,,,,,1
2026-08-27T21:11:32.455523+00:00,hourly,bitcoin-up-or-down-august-27-2026-5pm-et,0.46499999999999997,0.3982691234894933,NO_TRADE,0.0,,,,,,,,,,,,1
2026-08-27T21:21:33.533846+00:00,hourly,bitcoin-up-or-down-august-27-2026-5pm-et,0.305,0.23019520147812414,NO_TRADE,0.0,,,,,,,,,,,,1
2026-08-27T21:31:58.082482+00:00,hourly,bitcoin-up-or-down-august-27-2026-5pm-et,0.445,0.41162746112134496,NO_TRADE,0.0,,,,,,,,,,,,1
2026-08-27T21:41:41.700877+00:00,hourly,bitcoin-up-or-down-august-27-2026-5pm-et,0.335,0.29267386517250504,NO_TRADE,0.0,,,,,,,,,,,,1
2026-08-27T21:51:39.520507+00:00,hourly,bitcoin-up-or-down-august-27-2026-5pm-et,0.485,0.43765046266874585,NO_TRADE,0.0,,,,,,,,,,,,1
2026-08-27T22:02:07.110724+00:00,hourly,bitcoin-up-or-down-august-27-2026-6pm-et,0.605,0.6084709437371272,NO_TRADE,0.0,,,,,,,,,,,,1
2026-08-27T22:11:35.014408+00:00,hourly,bitcoin-up-or-down-august-27-2026-6pm-et,0.54,0.48324182514247016,NO_TRADE,0.0,,,,,,,,,,,,1
2026-08-27T22:21:38.881697+00:00,hourly,bitcoin-up-or-down-august-27-2026-6pm-et,0.845,0.8545849409639982,NO_TRADE,0.0,,,,,,,,,,,,1
2026-08-27T22:31:46.622789+00:00,hourly,bitcoin-up-or-down-august-27-2026-6pm-et,0.585,0.4495980170585263,NO_TRADE,0.0,,,,,,,,,,,,1
2026-08-27T22:41:37.128096+00:00,hourly,bitcoin-up-or-down-august-27-2026-6pm-et,0.575,0.5115240343729308,NO_TRADE,0.0,,,,,,,,,,,,1
2026-08-27T22:51:35.171255+00:00,hourly,bitcoin-up-or-down-august-27-2026-6pm-et,0.735,0.6738934602753709,NO_TRADE,0.0,,,,,,,,,,,,1
2026-08-27T23:02:11.532249+00:00,hourly,bitcoin-up-or-down-august-27-2026-7pm-et,0.495,0.44764518153492255,NO_TRADE,0.0,,,,,,,,,,,,0
2026-08-27T23:11:41.901620+00:00,hourly,bitcoin-up-or-down-august-27-2026-7pm-et,0.41500000000000004,0.34020407933944435,NO_TRADE,0.0,,,,,,,,,,,,0
2026-08-27T23:21:47.456202+00:00,hourly,bitcoin-up-or-down-august-27-2026-7pm-et,0.46499999999999997,0.4505318942700221,NO_TRADE,0.0,,,,,,,,,,,,0
2026-08-27T23:31:52.532081+00:00,hourly,bitcoin-up-or-down-august-27-2026-7pm-et,0.45,0.39583807024795126,NO_TRADE,0.0,,,,,,,,,,,,0
2026-08-27T23:41:43.606575+00:00,hourly,bitcoin-up-or-down-august-27-2026-7pm-et,0.495,0.42554789145326,NO_TRADE,0.0,,,,,,,,,,,,0
2026-08-27T23:51:46.027034+00:00,hourly,bitcoin-up-or-down-august-27-2026-7pm-et,0.615,0.5672252826726111,NO_TRADE,0.0,,,,,,,,,,,,0
2026-08-28T00:02:14.514243+00:00,hourly,bitcoin-up-or-down-august-27-2026-8pm-et,0.385,0.29903575535709803,NO_TRADE,0.0,,,,,,,,,,,,1
2026-08-28T00:11:41.756233+00:00,hourly,bitcoin-up-or-down-august-27-2026-8pm-et,0.475,0.3967243915604974,NO_TRADE,0.0,,,,,,,,,,,,1
2026-08-28T00:21:37.676690+00:00,hourly,bitcoin-up-or-down-august-27-2026-8pm-et,0.755,0.7744512064228118,NO_TRADE,0.0,,,,,,,,,,,,1
2026-08-28T00:31:44.011047+00:00,hourly,bitcoin-up-or-down-august-27-2026-8pm-et,0.81,0.769565075972519,NO_TRADE,0.0,,,,,,,,,,,,1
2026-08-28T00:41:35.325655+00:00,hourly,bitcoin-up-or-down-august-27-2026-8pm-et,0.91,0.8788899597982768,NO_TRADE,0.0,,,,,,,,,,,,1
2026-08-28T00:51:35.443870+00:00,hourly,bitcoin-up-or-down-august-27-2026-8pm-et,0.982,0.9727879580042685,NO_TRADE,0.0,,,,,,,,,,,,1
2026-08-28T01:02:01.032134+00:00,hourly,bitcoin-up-or-down-august-27-2026-9pm-et,0.635,0.7089685660165225,NO_TRADE,0.0,,,,,,,,,,,,0
2026-08-28T01:11:36.925920+00:00,hourly,bitcoin-up-or-down-august-27-2026-9pm-et,0.755,0.759785182194151,NO_TRADE,0.0,,,,,,,,,,,,0
2026-08-28T01:21:38.165316+00:00,hourly,bitcoin-up-or-down-august-27-2026-9pm-et,0.935,0.9442752972627062,NO_TRADE,0.0,,,,,,,,,,,,0
2026-08-28T01:31:47.517004+00:00,hourly,bitcoin-up-or-down-august-27-2026-9pm-et,0.965,0.9606235859064642,NO_TRADE,0.0,,,,,,,,,,,,0
2026-08-28T01:41:36.576531+00:00,hourly,bitcoin-up-or-down-august-27-2026-9pm-et,0.875,0.7563628212461214,NO_TRADE,0.0,,,,,,,,,,,,0
2026-08-28T01:51:28.759569+00:00,hourly,bitcoin-up-or-down-august-27-2026-9pm-et,0.86,0.7399097657460106,NO_TRADE,0.0,,,,,,,,,,,,0
2026-08-28T02:01:49.015949+00:00,hourly,bitcoin-up-or-down-august-27-2026-10pm-et,0.475,0.2513690919755381,NO_TRADE,0.0,,,,,,,,,,,,0
2026-08-28T02:11:39.990235+00:00,hourly,bitcoin-up-or-down-august-27-2026-10pm-et,0.415,0.26070353035882043,NO_TRADE,0.0,,,,,,,,,,,,0
2026-08-28T02:21:37.844723+00:00,hourly,bitcoin-up-or-down-august-27-2026-10pm-et,0.125,0.045632417723814774,NO_TRADE,0.0,,,,,,,,,,,,0
2026-08-28T02:31:49.661615+00:00,hourly,bitcoin-up-or-down-august-27-2026-10pm-et,0.045,0.023133444644647283,NO_TRADE,0.0,,,,,,,,,,,,0
2026-08-28T02:41:33.690983+00:00,hourly,bitcoin-up-or-down-august-27-2026-10pm-et,0.015,0.013171448679663762,NO_TRADE,0.0,,,,,,,,,,,,0
2026-08-28T02:51:36.835014+00:00,hourly,bitcoin-up-or-down-august-27-2026-10pm-et,0.0015,0.0006813086148633907,NO_TRADE,0.0,,,,,,,,,,,,0
2026-08-28T03:01:58.961056+00:00,hourly,bitcoin-up-or-down-august-27-2026-11pm-et,0.505,0.4043610417686405,NO_TRADE,0.0,,,,,,,,,,,,0
2026-08-28T03:11:40.717116+00:00,hourly,bitcoin-up-or-down-august-27-2026-11pm-et,0.345,0.22501255803633186,NO_TRADE,0.0,,,,,,,,,,,,0
2026-08-28T03:21:45.552687+00:00,hourly,bitcoin-up-or-down-august-27-2026-11pm-et,0.585,0.5983071438758178,NO_TRADE,0.0,,,,,,,,,,,,0
2026-08-28T03:31:54.412314+00:00,hourly,bitcoin-up-or-down-august-27-2026-11pm-et,0.625,0.5460041725369127,NO_TRADE,0.0,,,,,,,,,,,,0
2026-08-28T03:41:35.540702+00:00,hourly,bitcoin-up-or-down-august-27-2026-11pm-et,0.365,0.2853871469221948,NO_TRADE,0.0,,,,,,,,,,,,0
2026-08-28T03:51:40.659754+00:00,hourly,bitcoin-up-or-down-august-27-2026-11pm-et,0.08499999999999999,0.06172715879998091,NO_TRADE,0.0,,,,,,,,,,,,0
2026-08-28T04:01:50.374351+00:00,hourly,bitcoin-up-or-down-august-28-2026-12am-et,0.595,0.5360171413904432,NO_TRADE,0.0,,,,,,,,,,,,0
2026-08-28T04:11:39.294932+00:00,hourly,bitcoin-up-or-down-august-28-2026-12am-et,0.395,0.30160374135518575,NO_TRADE,0.0,,,,,,,,,,,,0
2026-08-28T04:21:45.132437+00:00,hourly,bitcoin-up-or-down-august-28-2026-12am-et,0.745,0.7958829242544495,NO_TRADE,0.0,,,,,,,,,,,,0
2026-08-28T04:31:58.788416+00:00,hourly,bitcoin-up-or-down-august-28-2026-12am-et,0.635,0.549720030965669,NO_TRADE,0.0,,,,,,,,,,,,0
2026-08-28T04:41:37.656432+00:00,hourly,bitcoin-up-or-down-august-28-2026-12am-et,0.305,0.23130487355210938,NO_TRADE,0.0,,,,,,,,,,,,0
2026-08-28T04:51:38.056917+00:00,hourly,bitcoin-up-or-down-august-28-2026-12am-et,0.135,0.11574721583653852,NO_TRADE,0.0,,,,,,,,,,,,0
2026-08-28T05:02:25.393056+00:00,hourly,bitcoin-up-or-down-august-28-2026-1am-et,0.505,0.4410122048902596,NO_TRADE,0.0,,,,,,,,,,,,1
2026-08-28T05:11:38.854112+00:00,hourly,bitcoin-up-or-down-august-28-2026-1am-et,0.45999999999999996,0.3782797804240832,NO_TRADE,0.0,,,,,,,,,,,,1
2026-08-28T05:21:36.522787+00:00,hourly,bitcoin-up-or-down-august-28-2026-1am-et,0.47,0.4345071975375619,NO_TRADE,0.0,,,,,,,,,,,,1
2026-08-28T05:31:47.530934+00:00,hourly,bitcoin-up-or-down-august-28-2026-1am-et,0.695,0.6979277426654233,NO_TRADE,0.0,,,,,,,,,,,,1
2026-08-28T05:41:38.402920+00:00,hourly,bitcoin-up-or-down-august-28-2026-1am-et,0.86,0.8488145155538925,NO_TRADE,0.0,,,,,,,,,,,,1
2026-08-28T05:51:33.669449+00:00,hourly,bitcoin-up-or-down-august-28-2026-1am-et,0.9904999999999999,0.9887217987607019,NO_TRADE,0.0,,,,,,,,,,,,1
2026-08-28T06:02:02.555272+00:00,hourly,bitcoin-up-or-down-august-28-2026-2am-et,0.685,0.6000538129653634,NO_TRADE,0.0,,,,,,,,,,,,1
2026-08-28T06:11:45.515332+00:00,hourly,bitcoin-up-or-down-august-28-2026-2am-et,0.775,0.794929800291142,NO_TRADE,0.0,,,,,,,,,,,,1
2026-08-28T06:21:45.963682+00:00,hourly,bitcoin-up-or-down-august-28-2026-2am-et,0.755,0.7004703943511399,NO_TRADE,0.0,,,,,,,,,,,,1
2026-08-28T06:31:48.062941+00:00,hourly,bitcoin-up-or-down-august-28-2026-2am-et,0.81,0.763445609595954,NO_TRADE,0.0,,,,,,,,,,,,1
2026-08-28T06:41:37.882753+00:00,hourly,bitcoin-up-or-down-august-28-2026-2am-et,0.845,0.8097084060663732,NO_TRADE,0.0,,,,,,,,,,,,1
2026-08-28T06:51:49.937830+00:00,hourly,bitcoin-up-or-down-august-28-2026-2am-et,0.9975,0.9976451732419405,NO_TRADE,0.0,,,,,,,,,,,,1
2026-08-28T07:01:59.731893+00:00,hourly,bitcoin-up-or-down-august-28-2026-3am-et,0.475,0.4023438062420715,NO_TRADE,0.0,,,,,,,,,,,,0
2026-08-28T07:11:25.154164+00:00,hourly,bitcoin-up-or-down-august-28-2026-3am-et,0.175,0.10770042285646682,NO_TRADE,0.0,,,,,,,,,,,,0
2026-08-28T07:21:40.685524+00:00,hourly,bitcoin-up-or-down-august-28-2026-3am-et,0.16,0.14468459290465732,NO_TRADE,0.0,,,,,,,,,,,,0
2026-08-28T07:31:53.079046+00:00,hourly,bitcoin-up-or-down-august-28-2026-3am-et,0.18,0.17810263094756065,NO_TRADE,0.0,,,,,,,,,,,,0
2026-08-28T07:41:44.796151+00:00,hourly,bitcoin-up-or-down-august-28-2026-3am-et,0.045,0.031602346615105636,NO_TRADE,0.0,,,,,,,,,,,,0
2026-08-28T07:51:51.010456+00:00,hourly,bitcoin-up-or-down-august-28-2026-3am-et,0.006,0.004724726576209976,NO_TRADE,0.0,,,,,,,,,,,,0
2026-08-28T08:02:04.101873+00:00,hourly,bitcoin-up-or-down-august-28-2026-4am-et,0.54,0.5040906321465598,NO_TRADE,0.0,,,,,,,,,,,,0
2026-08-28T08:11:44.821338+00:00,hourly,bitcoin-up-or-down-august-28-2026-4am-et,0.735,0.7362630043824582,NO_TRADE,0.0,,,,,,,,,,,,0
2026-08-28T08:21:39.221271+00:00,hourly,bitcoin-up-or-down-august-28-2026-4am-et,0.815,0.7855271764895251,NO_TRADE,0.0,,,,,,,,,,,,0
2026-08-28T08:31:52.969650+00:00,hourly,bitcoin-up-or-down-august-28-2026-4am-et,0.795,0.738862232897995,NO_TRADE,0.0,,,,,,,,,,,,0
2026-08-28T08:41:37.169793+00:00,hourly,bitcoin-up-or-down-august-28-2026-4am-et,0.795,0.7527788635122922,NO_TRADE,0.0,,,,,,,,,,,,0
2026-08-28T08:51:37.947200+00:00,hourly,bitcoin-up-or-down-august-28-2026-4am-et,0.08499999999999999,0.04998626539072525,NO_TRADE,0.0,,,,,,,,,,,,0
2026-08-28T09:02:08.077950+00:00,hourly,bitcoin-up-or-down-august-28-2026-5am-et,0.325,0.238983065645619,NO_TRADE,0.0,,,,,,,,,,,,0
2026-08-28T09:11:41.432582+00:00,hourly,bitcoin-up-or-down-august-28-2026-5am-et,0.415,0.3293181333951506,NO_TRADE,0.0,,,,,,,,,,,,0
2026-08-28T09:21:52.597139+00:00,hourly,bitcoin-up-or-down-august-28-2026-5am-et,0.33,0.28079048873308016,NO_TRADE,0.0,,,,,,,,,,,,0
2026-08-28T09:31:45.376504+00:00,hourly,bitcoin-up-or-down-august-28-2026-5am-et,0.22,0.1677395290541688,NO_TRADE,0.0,,,,,,,,,,,,0
2026-08-28T09:41:38.019993+00:00,hourly,bitcoin-up-or-down-august-28-2026-5am-et,0.125,0.09534881510701032,NO_TRADE,0.0,,,,,,,,,,,,0
2026-08-28T09:51:36.939977+00:00,hourly,bitcoin-up-or-down-august-28-2026-5am-et,0.03,0.021336524354283813,NO_TRADE,0.0,,,,,,,,,,,,0
2026-08-28T10:01:58.478384+00:00,hourly,bitcoin-up-or-down-august-28-2026-6am-et,0.525,0.4743250267753376,NO_TRADE,0.0,,,,,,,,,,,,1
2026-08-28T10:05:31.281784+00:00,hourly,bitcoin-up-or-down-august-28-2026-6am-et,0.395,0.2850450631126828,NO_TRADE,0.0,0.9079772822222223,0.0,0.39,0.4,0.010000000000000009,343.47999999999996,437.97999999999996,797.316,255.67000000000002,521.96,1238.27,1
2026-08-28T10:08:24.003834+00:00,hourly,bitcoin-up-or-down-august-28-2026-6am-et,0.195,0.09901294850379519,NO_TRADE,0.0,0.859998935,0.0,0.19,0.2,0.010000000000000009,104.75,189.23000000000002,428.07000000000005,204.53,887.47,1282.5334,1
2026-08-28T10:11:40.893101+00:00,hourly,bitcoin-up-or-down-august-28-2026-6am-et,0.325,0.23558001103381349,NO_TRADE,0.0,0.8053074719444444,0.0,0.32,0.33,0.010000000000000009,295.91,347.3075,536.8894,267.35,587.65,964.25,1
2026-08-28T10:21:45.107427+00:00,hourly,bitcoin-up-or-down-august-28-2026-6am-et,0.325,0.32551068932187954,NO_TRADE,0.0,0.6374701591666667,0.0,0.32,0.33,0.010000000000000009,143.83,254.08,738.79,555.24,1041.51,1204.61,1
2026-08-28T10:31:52.438397+00:00,hourly,bitcoin-up-or-down-august-28-2026-6am-et,0.685,0.685892305834122,NO_TRADE,0.0,0.4687671119444445,0.0,0.68,0.69,0.009999999999999898,745.52,874.4489,1481.6189,183.6519,114.0581,436.0381,1
2026-08-28T10:41:39.968178+00:00,hourly,bitcoin-up-or-down-august-28-2026-6am-et,0.715,0.6874923100836989,NO_TRADE,0.0,0.305564395,0.0,0.71,0.72,0.010000000000000009,1015.3799999999999,1422.3799999999999,2019.82,58.961,24.769,182.869,1
2026-08-28T10:51:33.020483+00:00,hourly,bitcoin-up-or-down-august-28-2026-6am-et,0.935,0.9244429917584099,NO_TRADE,0.0,0.1408276436111111,0.0,0.93,0.94,0.009999999999999898,790.9375,1026.1375,2158.0537999999997,1383.2659,109.96410000000002,113.56410000000001,1
2026-08-28T11:02:05.161380+00:00,hourly,bitcoin-up-or-down-august-28-2026-7am-et,0.535,0.5674114520317624,NO_TRADE,0.0,0.96523295,0.0,0.53,0.54,0.010000000000000009,452.05,504.046,886.4159999999999,167.61520000000002,27.244799999999998,815.5047999999999,1
